,Unnamed: 0,jobTitle,cmpName,cmpRating,cmpReviewsAmount,cmpReviews,cmpEmployees,jobCity,jobRegion,jobState,postDate,job_url,bachelor,bash,c,c++,cassandra,d3,d3.js,excel,flume,h2o,hadoop,hbase,hive,java,javascript,linux,mahout,mapreduce,master,matlab,mongodb,mssql,mysql,nosql,numpy,oozie,oracle,pandas,perl,ph.d,php,pig,postgresql,powerpoint,python,r,rdbms,ruby,saas,sas,scala,scikits.learn,scipy,shark,shell,spark,splunk,spotfire,sps,spss,sql,tableau,zookeeper
137,3190.0,Data Scientist – Senior,Altamira,3.8,10.0,"Good company, great people.  future is brightWork as a team and each individual contribution is receivedLearned the inner workings of HADOOP, MAPREDUCE, HDFS, SCALA &SCALDINGHardest part of the job....coming up with solutions to the clients problemsjust for working with adults with disabilities you get paid kinda like babysitting. they actually make sure the people that are working are people that can be trusted.Altamira is the merger of Invertix and NearInfinity. One was a services/butts-in-seats company and the other was a straight technology company. Over the last year, there has been a lot of shifting around. They spend a little on R&D but mostly it's onsite services contracts.Altamira, FKA Invertix, has been a great group to work for.  I really don't have any negative information to provide, they always did what they said they would and provided me with ample opportunity.I worked outside the facility. My job was direct support to the individual I was working with, in the community environment.The small company mentality of relying only on those in the 'in  crowd' poisons the atmosphere.  No attempt is made to create a team oriented environment anyone would want to work in.  There is a no awareness of a lack of tech leadership.",,Washington,Springfield,VA,2016-09-30T12:00,http://job-openings.monster.com/monster/803e3a2c-cd6b-49a1-aeaa-4e8db40815a4?mescoid=1500152001001&jobPosition=7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,3388.0,Applied Mathematician/Physicist (Analytic Modeling and Data Analysis),Johns Hopkins University,,,,,Washington,Laurel,MD,2016-09-30T12:00,http://job-openings.monster.com/monster/6c9070ec-35e4-43a5-9114-c15ec38742ba?mescoid=1500150001001&jobPosition=30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,3417.0,Applied Mathematician/Physicist (Analytic Modeling and Data Analysis),Johns Hopkins University,,,,,Washington,Laurel,MD,2016-09-30T12:00,http://job-openings.monster.com/monster/6c9070ec-35e4-43a5-9114-c15ec38742ba?mescoid=1500150001001&jobPosition=24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,3432.0,Applied Mathematician/Physicist (Analytic Modeling and Data Analysis),Johns Hopkins University,,,,,Washington,Laurel,MD,2016-09-30T12:00,http://job-openings.monster.com/monster/6c9070ec-35e4-43a5-9114-c15ec38742ba?mescoid=1500150001001&jobPosition=4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,3537.0,Geospatial Analyst - Journeyman,Streamline Defense,4.5,2.0,CEO ensures that the customer performance requirements are exceeded by the employees based on the SOW.  The company rewards employees based on outstanding performance.  Streamline Defense offers weekly brown bag sessions to enhance the professionalism of its employees.  Great company!Great place to work with a great salary.  I have worked for this company for almost three years and enjoy it every single day.,,Washington,Springfield,VA,2016-09-30T12:00,http://job-openings.monster.com/monster/b3b10f16-78dc-48d6-87e7-4ecb5c152e1c?mescoid=1500140001001&jobPosition=4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649,3702.0,Analytic Model Developer – Senior,Altamira,3.8,10.0,,,Washington,Springfield,VA,2016-09-30T12:00,http://job-openings.monster.com/monster/b179e11d-1a92-457f-9373-a1961c17f4a2?mescoid=1500127001001&jobPosition=29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,3703.0,Cloud Analytics Developer - Junior,Altamira,3.8,10.0,,,Washington,Springfield,VA,2016-09-30T12:00,http://job-openings.monster.com/monster/934cd67b-1a99-49dd-b429-4439c88366c1?mescoid=1500127001001&jobPosition=30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
673,3726.0,Analytic Model Developer – Senior,Altamira,3.8,10.0,,,Washington,Springfield,VA,2016-09-30T12:00,http://job-openings.monster.com/monster/b179e11d-1a92-457f-9373-a1961c17f4a2?mescoid=1500127001001&jobPosition=18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
674,3727.0,Cloud Analytics Developer - Junior,Altamira,3.8,10.0,,,Washington,Springfield,VA,2016-09-30T12:00,http://job-openings.monster.com/monster/934cd67b-1a99-49dd-b429-4439c88366c1?mescoid=1500127001001&jobPosition=19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
691,3744.0,Analytic Model Developer – Senior,Altamira,3.8,10.0,,,Washington,Springfield,VA,2016-09-30T12:00,http://job-openings.monster.com/monster/b179e11d-1a92-457f-9373-a1961c17f4a2?mescoid=1500127001001&jobPosition=1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
