,Unnamed: 0,jobTitle,cmpName,cmpRating,cmpReviewsAmount,cmpReviews,cmpEmployees,jobCity,jobRegion,jobState,postDate,job_url,bachelor,bash,c,c++,cassandra,d3,d3.js,excel,flume,h2o,hadoop,hbase,hive,java,javascript,linux,mahout,mapreduce,master,matlab,mongodb,mssql,mysql,nosql,numpy,oozie,oracle,pandas,perl,ph.d,php,pig,postgresql,powerpoint,python,r,rdbms,ruby,saas,sas,scala,scikits.learn,scipy,shark,shell,spark,splunk,spotfire,sps,spss,sql,tableau,zookeeper
156,1560.0,Data Scientist,Faraday Future,1.0,1.0,"The leadership team is very experienced with significant input from investors on the products, manufacturing plant, and people hiring initiatives. Startups face significant challenges to be successful in such a difficult, crowded, competitive market for new mobility and connected electric vehicles",,Palo-Alto,San Jose,CA,2016-08-19T12:00,http://job-openings.monster.com/monster/bc24608b-a4b6-4bb6-9069-ef6d1c496cd9?mescoid=1500152001001&jobPosition=18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
558,1962.0,Scientist II (Emerging Technology and Cancer Biology),Natera,3.0,22.0,,,Palo-Alto,San Carlos,CA,2016-08-19T12:00,http://job-openings.monster.com/monster/9dbd4604-2ada-4dc2-805c-a4f3dcc6615d?mescoid=1900267001001&jobPosition=35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,1977.0,Scientist II (Emerging Technology and Cancer Biology),Natera,3.0,22.0,,,Palo-Alto,San Carlos,CA,2016-08-19T12:00,http://job-openings.monster.com/monster/9dbd4604-2ada-4dc2-805c-a4f3dcc6615d?mescoid=1900267001001&jobPosition=15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
748,2152.0,"Scientist II, Formulation",Thermo Fisher Scientific Inc,3.7,1000.0,,"10,000+",Palo-Alto,Pleasanton,CA,2016-08-19T12:00,http://job-openings.monster.com/monster/fb9a8a7c-8abc-48e0-a5e4-2c9b9f92a930?mescoid=1900267001001&jobPosition=15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
