,Unnamed: 0,jobTitle,cmpName,cmpRating,cmpReviewsAmount,cmpReviews,cmpEmployees,jobCity,jobRegion,jobState,postDate,job_url,bachelor,bash,c,c++,cassandra,d3,d3.js,excel,flume,h2o,hadoop,hbase,hive,java,javascript,linux,mahout,mapreduce,master,matlab,mongodb,mssql,mysql,nosql,numpy,oozie,oracle,pandas,perl,ph.d,php,pig,postgresql,powerpoint,python,r,rdbms,ruby,saas,sas,scala,scikits.learn,scipy,shark,shell,spark,splunk,spotfire,sps,spss,sql,tableau,zookeeper
21,733.0,Associate Scientist I,FORTIRA Inc,,86.0,,,Boston,Kendall Square,MA,2016-11-22T12:00,http://jobview.monster.com/associate-scientist-i-job-kendall-square-ma-us-176538890.aspx?mescoid=1900267001001&jobPosition=2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,734.0,Immunoassay Development and Validation Scientist,Diedre Moire Corp.,,21300.0,,,Boston,Waltham,MA,2016-11-22T12:00,http://jobview.monster.com/immunoassay-development-validation-scientist-job-waltham-ma-us-176549603.aspx?mescoid=1900267001001&jobPosition=2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,751.0,SAS Programmer,Hub Technology Group,,22.0,,,Boston,Boston,MA,2016-11-22T12:00,http://job-openings.monster.com/monster/ffafd6b0-f119-4330-b450-a7fadea549bd?mescoid=1500127001001&jobPosition=4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
57,769.0,Research Scientist - Immunoassay Development,Diedre Moire Corp.,,21300.0,,,Boston,Framingham,MA,2016-11-22T12:00,http://jobview.monster.com/research-scientist-immunoassay-development-job-framingham-ma-us-176550283.aspx?mescoid=1900267001001&jobPosition=16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,778.0,Sr. Assay Development Scientist - Clinical Trials,Diedre Moire Corp.,,21300.0,,,Boston,Boston,MA,2016-11-22T12:00,http://jobview.monster.com/sr-assay-development-scientist-clinical-trials-job-boston-ma-us-176549485.aspx?mescoid=1900254001001&jobPosition=3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,812.0,"Senior Data Scientist - Twin Cities, MN or Boston, MA",UnitedHealth Group,3.7,4300.0,,"10,000+",Boston,Boston,MA,2016-11-22T12:00,http://job-openings.monster.com/monster/712f1e7a-ee12-4614-9ac0-c2a1525d244a?mescoid=1500152001001&jobPosition=11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
310,1022.0,"Contract Scientist, Drug Metabolism",Alkermes,3.9,18.0,,,Boston,Waltham,MA,2016-11-22T12:00,http://job-openings.monster.com/monster/f748648d-89ff-4094-978e-21995f033728?mescoid=1900254001001&jobPosition=14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,1109.0,Principal Statistician / Sr Statistician - Phase I Statistics - (Job Number: 1602877),Takeda Pharmaceutical,4.0,287.0,,"10,000+",Boston,Cambridge,MA,2016-11-22T12:00,http://job-openings.monster.com/monster/9619c28d-ee27-4357-b6b1-e653f4ec7727?mescoid=1500152001001&jobPosition=31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,1110.0,Senior Scientist: Merck Neuroscience Boston,Merck & Co.,4.1,1900.0,,"10,000+",Boston,Boston,MA,2016-11-22T12:00,http://job-openings.monster.com/monster/65f032db-899e-4de9-994d-c560ea821c9b?mescoid=1900267001001&jobPosition=32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,1117.0,Principal Statistician / Sr Statistician - Phase I Statistics - (Job Number: 1602877),Takeda Pharmaceutical,4.0,287.0,,"10,000+",Boston,Cambridge,MA,2016-11-22T12:00,http://job-openings.monster.com/monster/9619c28d-ee27-4357-b6b1-e653f4ec7727?mescoid=1500152001001&jobPosition=4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
