,Unnamed: 0,jobTitle,cmpName,cmpRating,cmpReviewsAmount,cmpReviews,cmpEmployees,jobCity,jobRegion,jobState,postDate,job_url,bachelor,bash,c,c++,cassandra,d3,d3.js,excel,flume,h2o,hadoop,hbase,hive,java,javascript,linux,mahout,mapreduce,master,matlab,mongodb,mssql,mysql,nosql,numpy,oozie,oracle,pandas,perl,ph.d,php,pig,postgresql,powerpoint,python,r,rdbms,ruby,saas,sas,scala,scikits.learn,scipy,shark,shell,spark,splunk,spotfire,sps,spss,sql,tableau,zookeeper
324,1036.0,"Associate Scientist II, Immunology (145747)",Merck KHaA,,,,,Boston,Billerica,MA,2016-05-11T12:00,http://job-openings.monster.com/monster/ad767338-bef2-49d0-b256-5af4e3ed6066?mescoid=1900267001001&jobPosition=28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,1063.0,"Associate Scientist II, Immunology (145747)",Merck KHaA,,,,,Boston,Billerica,MA,2016-05-11T12:00,http://job-openings.monster.com/monster/ad767338-bef2-49d0-b256-5af4e3ed6066?mescoid=1900267001001&jobPosition=20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,1092.0,"Associate Scientist II, Immunology (145747)",Merck KHaA,,,,,Boston,Billerica,MA,2016-05-11T12:00,http://job-openings.monster.com/monster/ad767338-bef2-49d0-b256-5af4e3ed6066?mescoid=1900267001001&jobPosition=14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,1119.0,"Associate Scientist II, Immunology (145747)",Merck KHaA,,,,,Boston,Billerica,MA,2016-05-11T12:00,http://job-openings.monster.com/monster/ad767338-bef2-49d0-b256-5af4e3ed6066?mescoid=1900267001001&jobPosition=6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,1281.0,"Associate Scientist II, Immunology (145747)",Merck KHaA,,,,,Boston,Billerica,MA,2016-05-11T12:00,http://job-openings.monster.com/monster/ad767338-bef2-49d0-b256-5af4e3ed6066?mescoid=1900267001001&jobPosition=28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588,1300.0,"Associate Scientist II, Immunology (145747)",Merck KHaA,,,,,Boston,Billerica,MA,2016-05-11T12:00,http://job-openings.monster.com/monster/ad767338-bef2-49d0-b256-5af4e3ed6066?mescoid=1900267001001&jobPosition=12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
