,Unnamed: 0,jobTitle,cmpName,cmpRating,cmpReviewsAmount,cmpReviews,cmpEmployees,jobCity,jobRegion,jobState,postDate,job_url,bachelor,bash,c,c++,cassandra,d3,d3.js,excel,flume,h2o,hadoop,hbase,hive,java,javascript,linux,mahout,mapreduce,master,matlab,mongodb,mssql,mysql,nosql,numpy,oozie,oracle,pandas,perl,ph.d,php,pig,postgresql,powerpoint,python,r,rdbms,ruby,saas,sas,scala,scikits.learn,scipy,shark,shell,spark,splunk,spotfire,sps,spss,sql,tableau,zookeeper
80,5104.0,Geologist/Geophysicist Intern,Hess,3.9,321.0,"Manage the station. controling of inventory and ordering for the station. Training and developing of the station employee, delagating tasks and follow up. Scheduling of all employees. Hardest part is that most of the employees have no loyalty it's just a job to them•	Provided each gas station customer with the highest levels of service and satisfaction at all times.•	Regularly communicated with vendors, and assisted with restocking shelving and product displays.•	Handled closing and opening duties, and ensured space were tidy and ready for business each day.•	Assisted customers with issues at the pump, and contacted service technicians when necessary.Love it-great place to work.Excellent benefits, subsidized parking, fabulous in-house dining facility, green building. Everyone works together to get the job at hand accomplished.The hardest part of the job would be the commute into downtown.Management is very supportive.Learned a lot about the energy industry by joining, but the people that I met were the best part.  Great culture where teamwork was encouraged and was something that people thrived on.some of the people were nice, but departments were often unorganized with some people doing the work of a few. I found it difficult to deal with constantly being told I was getting a raise (up to regular starting wage!) if I would do this or that, and once I had upheld my end of the deal, they totally forgot about my raise.Family cultureDedicated to their employees and customersLongevityDecent compensation packageGreat co-workersManagement was empatheticCo-workers were a great bunch.  Benefits are very good.  payscale and possibility for growth at your position or within the company, not so much.  flexible work time.Great company to work for.  Good work life balance and plenty of opportunity to grow in your career.  Very supportive management and leadership. Company benefits awesome - paid parking and/or public transportation - private Starbucks and private dinning facility on site in Corporate office located in downtown Houston near Discovery Green.nice atmosphere.good colleagues.i like that company.I am getting better wage .it has every benefits scheme,leave etc;-Excellent pay & benefits, management was deficient in defining expectations, co-workers were excellent, assignments were challenging, working atmosphere excellent. Opportunity for advancement, limited.Typical day at work, very busy and long days.  Learned how to manage my time to be efficient and valuable in a fast pace environment.  Management and co-workers are great.  The hardest part of the job is being away from family for weeks at a time and 14 to 16 hour work days.  The most enjoyable part of the job is being off work for two weeks at a time.Fun work environment, very easy going management, always room for improvement And advancement. I loved my job! Probably best one I've ever had!There are many good things about this company: they take early career training very seriously and their early career program is one of the best of the industry.Corp Tax days are long & hectic with many deadlines.Tax Sr. Leadership & Management lack empathy & proper communication regarding their subordinates.  Sometimes work environment is hostile and colleagues are cut throat due to management's unfair treatment.Well paying job working remotely on oil rigs in the state of North Dakota. Pay and benefits extremely good. Good working schedule of 14 days on and 14 days off. Lodging and travel provided by company.Used to be a place of creative freedom and experienced people were able to use their knowledge to improve how the company operates and better the job. Micromanagement took over and the job and company suffered greatly.I worked for Hess Oil as a remote paramedic and site access officer at various frack and drilling locations. I also participated and led safety briefings as well as identified safety hazards at work sites.Management was efficient considering the distances between locations and very hands on. As with any job some co workers were positive and upbeat while others could have very unsafe working styles. The hardest part of the job was the amount of time spent seated on location. The part I enjoyed most was being outdoors often and the sweeping landscapes of the North Dakota Badlands.will be doing daily audits, ordering.had to be on your  best with employees stealing,calling in sick.the Management would come in put on demands for me the manager they would yell at you in front of customers or whom ever was in the storeWorking for Hess corporation allowed my opportunities for growth. The company had many advancement opportunities which encourages employees to work for it. I'd recommend for company for anyone who likes working with people.Hess Express is a good company, but the type of company as a regular employee a stepping stone to gain retail experience if you want to stay in the industry and advanceHess is a family oriented company that focuses on employees and also rewards employee contributions towards helping the company achieve its goals.Teams and employees pull together to achieve objectives because everyone understands their role in helping the company achieve objective is appreciated by everyone at Hess","10,000+",Houston,Houston,TX,2016-08-25T12:00,http://job-openings.monster.com/monster/9d29d0c9-2fdc-43c7-8f39-37eee5d2ef14?mescoid=1900265001001&jobPosition=13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
